Date;internalNumber;country;Final_Weight
2023-12-18;KR18O8;KR;0.000505937
2023-12-18;KR17P8;KR;0.000816144
2023-12-18;KR14JZ;KR;0.001155627
2023-12-18;KR60L2;KR;0.0010651
2023-12-18;KR1AG2;KR;0.000703264
2023-12-18;KR058O;KR;0.000319424
2023-12-18;KR03ZD;KR;0.000678779
2023-12-18;KR05R7;KR;0.000471352
2023-12-18;KR71H0;KR;0.000665185
2023-12-18;KR01ZB;KR;0.000608988
2023-12-18;KR04R6;KR;0.000526179
2023-12-18;KR05GW;KR;0.00084144
2023-12-18;KR00ZA;KR;0.000710868
2023-12-18;KR812M;KR;0.000812964
2023-12-18;KR03FT;KR;0.000615651
2023-12-18;KR20DQ;KR;0.000586696
2023-12-18;KR03ES;KR;0.001187257
2023-12-18;KR01CO;KR;0.001318992
2023-12-18;KR01DP;KR;0.000906532
2023-12-18;KR032G;KR;0.001381419
2023-12-18;KR01MY;KR;0.001224686
2023-12-18;KR401G;KR;0.001062934
2023-12-18;KR02O1;KR;0.000628417
2023-12-18;KR07P7;KR;0.000682422
2023-12-18;KR025I;KR;0.00036543
2023-12-18;KR03M0;KR;0.001050144
2023-12-18;KR15O5;KR;0.000874042
2023-12-18;KR068P;KR;0.001442415
2023-12-18;KR1AOA;KR;0.000870884
2023-12-18;KR055L;KR;0.001040574
2023-12-18;KR19SD;KR;0.001454858
2023-12-18;KR02ZC;KR;0.000819685
2023-12-18;KR043I;KR;0.001424538
2023-12-18;KR30BP;KR;0.001740569
2023-12-18;KR03U8;KR;0.000944811
2023-12-18;KR04IX;KR;0.001526175
2023-12-18;KR03T7;KR;0.001650675
2023-12-18;KR04T8;KR;0.000590043
2023-12-18;KR10EQ;KR;0.00119449
2023-12-18;KW208Q;KW;0.000401943
2023-12-18;KW203L;KW;0.00125984
2023-12-18;MX702S;MX;0.002208019
2023-12-18;MX00DW;MX;0.001494119
2023-12-18;MX00TC;MX;0.003678257
2023-12-18;MX00K3;MX;0.001987248
2023-12-18;MY00UE;MY;0.000214882
2023-12-18;MY00M6;MY;0.000626779
2023-12-18;MY208U;MY;0.000755441
2023-12-18;MY22AY;MY;0.000815247
2023-12-18;MY242S;MY;0.000359176
2023-12-18;MY50NC;MY;0.001102029
2023-12-18;MY23K9;MY;0.001193995
2023-12-18;MY501Q;MY;0.000470053
2023-12-18;MY22MA;MY;0.001014702
2023-12-18;MY00L5;MY;0.00141877
2023-12-18;PH04HR;PH;0.00045109
2023-12-18;PH30AJ;PH;0.000314653
2023-12-18;PH20IQ;PH;0.000626437
2023-12-18;PH04JT;PH;0.000488732
2023-12-18;PH04LV;PH;0.000461438
2023-12-18;PH11AI;PH;0.000711459
2023-12-18;PH903I;PH;0.00090639
2023-12-18;PH04AK;PH;0.001190649
2023-12-18;QA20HJ;QA;0.002362194
2023-12-18;QA2046;QA;0.001825612
2023-12-18;QA20WY;QA;0.001737949
2023-12-18;QA20BD;QA;0.001625508
2023-12-18;SA3038;SA;0.000858885
2023-12-18;SA228E;SA;0.00101905
2023-12-18;SA20AE;SA;0.001006234
2023-12-18;SA3027;SA;0.000876015
2023-12-18;SA20BF;SA;0.001163317
2023-12-18;SA236D;SA;0.00154019
2023-12-18;SA3016;SA;0.000990134
2023-12-18;SA24HP;SA;0.001411408
2023-12-18;SA21Y3;SA;0.001235978
2023-12-18;SA22NT;SA;0.001214406
2023-12-18;TH403H;TH;0.000307927
2023-12-18;TH80AS;TH;0.00036687
2023-12-18;TH00JT;TH;0.000423854
2023-12-18;TH806O;TH;0.000313589
2023-12-18;TH704L;TH;0.000192861
2023-12-18;TH706N;TH;0.000262179
2023-12-18;TH50XC;TH;0.000237529
2023-12-18;TH401F;TH;0.000352586
2023-12-18;TH00AK;TH;0.000410804
2023-12-18;TH12JW;TH;0.000601576
2023-12-18;TH207J;TH;0.00021503
2023-12-18;TH00PZ;TH;0.000327606
2023-12-18;TH001B;TH;0.000352596
2023-12-18;TH50ZE;TH;0.000688548
2023-12-18;TH21T6;TH;0.000777502
2023-12-18;TH30BO;TH;0.000716185
2023-12-18;TH00MW;TH;0.000320755
2023-12-18;TH00Q0;TH;0.000644813
2023-12-18;TH510G;TH;0.000633618
2023-12-18;TH00IS;TH;0.000656189
2023-12-18;TW01C2;TW;0.000564956
2023-12-18;TW0683;TW;0.000659293
2023-12-18;TW1P0F;TW;0.000567494
2023-12-18;TW02WN;TW;0.001293125
2023-12-18;TW01ZP;TW;0.000531184
2023-12-18;TW08MJ;TW;0.001037209
2023-12-18;TW02LC;TW;0.000160161
2023-12-18;TW1AYY;TW;0.001448683
2023-12-18;TW06QL;TW;0.00027069
2023-12-18;TW01UK;TW;0.00117479
2023-12-18;TW1PET;TW;0.000579631
2023-12-18;TW10WM;TW;0.001086612
2023-12-18;TW05MG;TW;0.001283056
2023-12-18;TW1P8N;TW;0.000878282
2023-12-18;TW08OL;TW;0.001647292
2023-12-18;TW033V;TW;0.00128026
2023-12-18;TW04D6;TW;0.001543602
2023-12-18;TW104U;TW;0.001722659
2023-12-18;TW02G7;TW;0.001244558
2023-12-18;TW02A1;TW;0.001474469
2023-12-18;TW080X;TW;0.002679982
2023-12-18;TW032U;TW;0.001669489
2023-12-18;TW070W;TW;0.001447852
2023-12-18;TW036Y;TW;0.002077686
2023-12-18;TW08JG;TW;0.001838273
2023-12-18;TW20I9;TW;0.000707102
2023-12-18;TW027Y;TW;0.001962808
2023-12-18;TW05WQ;TW;0.001790878
2023-12-18;TW03A2;TW;0.00182305
2023-12-18;TW208Z;TW;0.001581626
2023-12-18;TW03UM;TW;0.002519198
2023-12-18;TW01G6;TW;0.001911544
2023-12-18;TW060V;TW;0.002307463
2023-12-18;TW601W;TW;0.001595076
2023-12-18;TW6050;TW;0.001358875
2023-12-18;TW08VS;TW;0.001618039
2023-12-18;TW10J9;TW;0.002327458
2023-12-18;TW012S;TW;0.002024054
2023-12-18;TW00G5;TW;0.002610551
2023-12-18;TW08YV;TW;0.001833588
2023-12-18;TW10SI;TW;0.001445683
2023-12-18;TW052W;TW;0.002046743
