,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,Mcap_Units_Index_Currency_Open,SEDOL
32855,2023-12-18,2027,IN12V3,INE836A01035,BIRLASOFT,IN,INR,10101010.0,0.0010511773622511548,1453709240.0,B1LQJY0
32856,2023-12-18,2027,BR172C,BRVAMOACNOR7,VAMOS L CAM MAQ SA COM NPV,BR,BRL,50206050.0,0.000641044875148807,886522952.0,BJLSQZ2
32857,2023-12-18,2027,IN07LX,INE139A01034,National Alum,IN,INR,55102035.0,0.000863231235564015,1193792093.0,6139447
32858,2023-12-18,2027,B28XVV,GRS496003005,TERNA ENERGY,GR,EUR,65101010.0,0.0006545522332835245,905202741.0,B28XVV2
32859,2023-12-18,2027,IN10TZ,INE233B01017,Blue Dart Ex,IN,INR,50206040.0,0.0003814923696956484,527578887.0,6098601
32860,2023-12-18,2027,IN506G,INE191H01014,PVR INOX,IN,INR,40301010.0,0.0011832580798227302,1636368196.0,B0LX4M7
32861,2023-12-18,2027,IN0BHX,INE03QK01018,SUVEN PHARMACEUTICALS,IN,INR,20103015.0,0.0006228594415958301,861373692.0,BKTQQK0
32862,2023-12-18,2027,IN12HP,INE285A01027,Elgi Equipments,IN,INR,50204050.0,0.0009624786560827747,1331044756.0,6271189
32863,2023-12-18,2027,CN2D6K,KYG5252B1023,KEYMED BIOSCIENCES,CN,HKD,20103010.0,0.0008185684257979632,1132026361.0,BLPPZP6
32864,2023-12-18,2027,MY207T,MYL5031OO009,TIME DOTCOM,MY,MYR,15102015.0,0.0008338444297624718,1153152071.0,6336538
32865,2023-12-18,2027,IN00RW,INE531E01026,HINDUSTAN COPPER,IN,INR,55102040.0,0.000405821560721018,561224560.0,B02GZ11
32866,2023-12-18,2027,IN21BJ,INE0DK501011,PIRAMAL PHARMA,IN,INR,20103015.0,0.0006772968588061193,936657064.0,BKS9DQ5
32867,2023-12-18,2027,MY407V,MYL5249OO007,IOI PROPERTIES GROUP,MY,MYR,35101010.0,0.0003059173331554396,423063576.0,BH7JFJ2
32868,2023-12-18,2027,CZ602J,CZ0008040318,MONETA MONEY BANK,CZ,CZK,30101010.0,0.0006996062315508268,967509461.0,BD3CQ16
32869,2023-12-18,2027,TW1190,TW0004919006,NUVOTON TECHNOLOGY,TW,TWD,10102010.0,0.0006684867613827084,924473278.0,B3M1XS0
32870,2023-12-18,2027,EG0060,EGS48031C016,TELECOM EGYPT,EG,EGP,15102015.0,0.00029297900132543674,405170713.0,B0S6009
32871,2023-12-18,2027,CN8EM7,KYG844081060,CHINA TIAN.GP.CEMENT,CN,HKD,50101030.0,0.0004140797360505443,572645074.0,B7FL1V4
32872,2023-12-18,2027,TW05NH,TW0003005005,GETAC HOLDINGS,TW,TWD,10102030.0,0.0010496724635837566,1451628064.0,6439620
32873,2023-12-18,2027,SA24EM,SA132GSGS910,SEERA GROUP HOLDING,SA,SAR,40501015.0,0.0005110549922462354,706755483.0,B6WTLK3
32874,2023-12-18,2027,TW07VR,TW0006176001,Radiant,TW,TWD,10102015.0,0.001447895009713039,2002343686.0,6520278
32875,2023-12-18,2027,BR602A,BRTRPLACNPR1,CTEEP CPAD.TMO.DE ENELA. PN,BR,BRL,65101015.0,0.0006585770289374726,910768769.0,2440972
32876,2023-12-18,2027,IN20CJ,INE745G01035,MULTI CMOD.EX.OF INDIA,IN,INR,30202015.0,0.0007140993993442425,987552560.0,B7L5LS7
32877,2023-12-18,2027,TW0841,TW0006285000,Wistron Neweb,TW,TWD,15101010.0,0.001458932710413082,2017608101.0,6682598
32878,2023-12-18,2027,IN04U3,INE246F01010,Gujarat Petro,IN,INR,65102020.0,0.0007931068527145014,1096814678.0,B0YVBS3
32879,2023-12-18,2027,TR807Z,TREENSA00014,ENERJISA ENERJI,TR,TRY,65101015.0,0.00027551111233905905,381013770.0,BD0MXB8
32880,2023-12-18,2027,TR211O,TREKLRH00038,KILER HOLDING A S,TR,TRY,35101010.0,0.00023517847426469656,325236381.0,BMWPNC9
32881,2023-12-18,2027,PH405F,PHY1249R1024,CENTURY PACIFIC FOOD,PH,PHP,45102020.0,0.0005078261642620139,702290226.0,BLRL853
32882,2023-12-18,2027,QA21GJ,QA000M2522L9,QATAR ALUMINIUM MANUFACTURING,QA,QAR,55102035.0,0.0005881444369438495,813365121.0,BH4NZS6
32883,2023-12-18,2027,TW01I8,TW0001513000,Chung-Hsin E M,TW,TWD,50204000.0,0.001208753544609989,1671626749.0,6194811
32884,2023-12-18,2027,IN10Y4,INE668F01031,JYOTHY LABS,IN,INR,45201030.0,0.0008094508206375836,1119417312.0,B297KD8
32885,2023-12-18,2027,BR044A,BRMRFGACNOR0,MARFRIG GLOBAL FOODS,BR,BRL,45102020.0,0.0004912934794937856,679426609.0,B1YWHR4
32886,2023-12-18,2027,KR02JW,KR7004370003,Nongshim,KR,KRW,45102020.0,0.0008381148516891786,1159057784.0,6638115
32887,2023-12-18,2027,IN30NV,INE743M01012,RHI MAGNESITA INDIA,IN,INR,50205010.0,0.0004217359550947519,583233122.0,B71PG48
32888,2023-12-18,2027,EG2040,EGS3G0Z1C014,ELSWEDY ELECTRIC,EG,EGP,50202010.0,0.0004587133513713413,634370432.0,B15Q010
32889,2023-12-18,2027,IN0BFV,INE933S01016,INDIAMART INTERMESH,IN,INR,10101020.0,0.0007728329352910919,1068777182.0,BKDX4P8
32890,2023-12-18,2027,KY10WF,KYG3902L1095,GDS Holdings Ltd,CN,HKD,10101010.0,0.0006107867792278319,844677993.0,BMG40P4
32891,2023-12-18,2027,BR1047,BRFLRYACNOR5,FLEURY ON,BR,BRL,20101025.0,0.0006486925587189028,897099196.0,B4X4D29
32892,2023-12-18,2027,IN80S5,INE704P01017,COCHIN SHIPYARD,IN,INR,50206030.0,0.0003899997636594539,539344054.0,BF4GCB3
