,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB
51568,2023-12-18,1148,TW0683,TW0003189007,6687872,Kinsus,TW,TWD,10102010.0
51566,2023-12-18,1148,TW01C2,TW0001434009,6348588,Formosa Taffeta,TW,TWD,55101020.0
51328,2023-12-18,1148,KR10EQ,KR7128940004,B613DJ9,HanmiPharm,KR,KRW,20103015.0
51326,2023-12-18,1148,KR04T8,KR7029780004,B1WQQ48,Samsung Card,KR,KRW,30201020.0
51269,2023-12-18,1148,KR03T7,KR7011780004,6499323,Kumho,KR,KRW,55201000.0
51284,2023-12-18,1148,KR04IX,KR7021240007,6173401,COWAY,KR,KRW,40202020.0
51340,2023-12-18,1148,KR03U8,KR7011790003,6018085,SKC,KR,KRW,55201000.0
51270,2023-12-18,1148,KR30BP,KR7180640005,BCGD8Q8,HANJIN KAL,KR,KRW,40501010.0
51301,2023-12-18,1148,KR043I,KR7016360000,6408448,Samsung Sec,KR,KRW,30202015.0
51312,2023-12-18,1148,KR02ZC,KR7005940002,6537085,NH INV&SEC,KR,KRW,30202015.0
51278,2023-12-18,1148,KR19SD,KR7035900000,B16TC34,JYP ENTERTAINMENT,KR,KRW,40301010.0
51343,2023-12-18,1148,KR055L,KR7035250000,6683449,Kangwon Land,KR,KRW,40501020.0
51310,2023-12-18,1148,KR1AOA,KR7383220001,BP2NF51,F&F,KR,KRW,40204020.0
51282,2023-12-18,1148,KR068P,KR7071050009,6654586,Kr Inv Holdings,KR,KRW,30202015.0
51338,2023-12-18,1148,KR15O5,KR7068760008,B0V3YP0,Celltrion Pharm,KR,KRW,20103015.0
51339,2023-12-18,1148,KR03M0,KR7010620003,6451066,Hyundai Mipo Dk,KR,KRW,50206030.0
51247,2023-12-18,1148,KR025I,KR7003410008,6837280,SSANGYONG C&E,KR,KRW,50101030.0
51306,2023-12-18,1148,KR07P7,KR7272210006,BJN3H96,HANWHA SYSTEMS,KR,KRW,50201020.0
51324,2023-12-18,1148,KR02O1,KR7004990008,6535432,LOTTE CORP,KR,KRW,45102020.0
51345,2023-12-18,1148,KR401G,KR7064350002,BFPM3C8,HYUNDAI ROTEM,KR,KRW,50206025.0
51331,2023-12-18,1148,KR01MY,KR7001450006,B01LXY6,Hyundai Mar&Fire,KR,KRW,30302025.0
51335,2023-12-18,1148,KR032G,KR7006260004,6375780,Ls,KR,KRW,50202010.0
51341,2023-12-18,1148,KR01DP,KR7001040005,6189516,CJ Corp,KR,KRW,50203000.0
51336,2023-12-18,1148,KR01CO,KR7000990002,6407757,DB HITEK,KR,KRW,10102010.0
51332,2023-12-18,1148,KR03ES,KR7008770000,6440332,Hotel Shilla,KR,KRW,40401030.0
51320,2023-12-18,1148,KR20DQ,KR7007070006,B7F9Q79,GS RETAIL,KR,KRW,45201010.0
51325,2023-12-18,1148,KR03FT,KR7008930000,6146083,HANMI SCIENCE,KR,KRW,20103015.0
51311,2023-12-18,1148,KR812M,KR7263750002,BYX56S9,PEARLABYSS,KR,KRW,40203040.0
51305,2023-12-18,1148,KR00ZA,KR7000120006,6497112,CJ LOGISTICS,KR,KRW,50206060.0
51309,2023-12-18,1148,KR05GW,KR7039490008,B00VS64,KIWOOM,KR,KRW,30202015.0
51316,2023-12-18,1148,KR04R6,KR7028670008,B24FX49,PANOCEAN,KR,KRW,50206030.0
51327,2023-12-18,1148,KR01ZB,KR7002790004,6665931,AMOREG,KR,KRW,40204035.0
51323,2023-12-18,1148,KR71H0,KR7282330000,BD95QN1,BGF RETAIL,KR,KRW,45201010.0
51252,2023-12-18,1148,KR05R7,KR7052690005,B4LW1M1,KEPCO E&C,KR,KRW,50101015.0
51307,2023-12-18,1148,KR03ZD,KR7012750006,6180230,S-1 Corporation,KR,KRW,50205040.0
51249,2023-12-18,1148,KR058O,KR7036460004,6182076,Korea Gas,KR,KRW,65102020.0
51302,2023-12-18,1148,KR1AG2,KR7293490009,BMGYMB4,KAKAO GAMES,KR,KRW,40203040.0
51344,2023-12-18,1148,KR60L2,KR7112610001,BSPBZK8,CS WIND,KR,KRW,60102020.0
51330,2023-12-18,1148,KR14JZ,KR7014680003,6988155,Hansol Chemical,KR,KRW,55201000.0
51313,2023-12-18,1148,KR17P8,KR7139480008,B682TF7,E-MART,KR,KRW,40401010.0
51319,2023-12-18,1148,KR18O8,KR7020150009,B45LHQ0,LOTTE ENERGY MATERIALS,KR,KRW,10102015.0
51254,2023-12-18,1148,KR05N3,KR7047040001,6344122,Daewoo Eng&Const,KR,KRW,50101010.0
51317,2023-12-18,1148,KR01W8,KR7002380004,6490917,KCC,KR,KRW,50203010.0
51303,2023-12-18,1148,KR12AO,KR7112040001,B4Y8TB1,WEMADE,KR,KRW,40203040.0
51251,2023-12-18,1148,KR057N,KR7035760008,6199753,CJ ENM,KR,KRW,40301035.0
51318,2023-12-18,1148,KR82G1,KR7298020009,BD83164,HYOSUNG TNC,KR,KRW,55101020.0
51315,2023-12-18,1148,KR91I3,KR7336260005,BH4G7R8,DOOSAN FUEL CELL,KR,KRW,60102010.0
51245,2023-12-18,1148,KR1KIE,KR7137310009,BKSCSZ8,SD BIOSENSOR,KR,KRW,20102015.0
51304,2023-12-18,1148,KR035J,KR7006360002,6537096,GS E&C,KR,KRW,50101010.0
51253,2023-12-18,1148,KR033H,KR7006280002,6771708,GC BIOPHARMA,KR,KRW,20103015.0
51314,2023-12-18,1148,KR116J,KR7096530001,B679Q36,Seegene,KR,KRW,20103010.0
51248,2023-12-18,1148,KR801K,KR7285130001,BF2RZ42,SK CHEMICALS,KR,KRW,55201010.0
51246,2023-12-18,1148,KR012E,KR7000210005,6249584,DL,KR,KRW,50203015.0
51256,2023-12-18,1148,KR30T7,KR7456040005,BP68ZH4,OCI,KR,KRW,55201000.0
51255,2023-12-18,1148,KR204H,KR7019170000,6806116,SHIN POONG PHARM.,KR,KRW,20103015.0
51244,2023-12-18,1148,KR518P,KR7071051007,6671596,KOREA INVESTMENT 1P,KR,KRW,30202015.0
51264,2023-12-18,1148,KR188S,KR7011781002,6494737,KUMHO PETRO CHEMICAL PF.,KR,KRW,55201000.0
51262,2023-12-18,1148,KR189T,KR7005941000,6537159,NH INVESTMENT & SECURITIES.PF.,KR,KRW,30202015.0
51263,2023-12-18,1148,KR51IZ,KR7097951008,B24GTQ6,CJ CHEIL JEDANG 1P,KR,KRW,45102020.0
51258,2023-12-18,1148,KR50AQ,KR7001041003,6186153,CJ PF,KR,KRW,50203000.0
51260,2023-12-18,1148,KR50EU,KR7002791002,6667498,AMOREPACIFIC GROUP PF 1P,KR,KRW,40204035.0
51261,2023-12-18,1148,KR08O7,KR728513K010,BD3HDJ8,SK CHEMICALS PRE,KR,KRW,55201010.0
51259,2023-12-18,1148,KR809S,KR7006801005,6252474,MIRAE ASSET SEC PF.,KR,KRW,30202015.0
51291,2023-12-18,1148,KR089S,KR7019171008,6794749,SHIN POONG PHARM.PF.,KR,KRW,20103015.0
51352,2023-12-18,1148,ET001,TRETHAL00019,B1WTMP0,TURK. HALK BANKASI,TR,TRY,30101010.0
51351,2023-12-18,1148,B03MVZ,TRAMRDIN91F2,B03MVZ4,OYAK CIMENTO FABRIKALARI A S,TR,TRY,50101030.0
51353,2023-12-18,1148,ET020,TRETTLK00013,B2RCGV5,TURK TELEKOMUNIKASYON,TR,TRY,15102015.0
51361,2023-12-18,1148,ET027,TREKOAL00014,B3LP189,KOZA ALTIN ISLETMELERI,TR,TRY,55103025.0
51355,2023-12-18,1148,TR304R,TREPEGS00016,B9J4ZK0,PEGASUS HAVA TASIMACILIGI,TR,TRY,40501010.0
51349,2023-12-18,1148,B01GNH,TRETTRK00010,B03MYM2,TURK TRAKTOR,TR,TRY,50204010.0
51359,2023-12-18,1148,416441,TRAAEFES91A9,B03MNV4,ANADOLU EFES,TR,TRY,45101010.0
51356,2023-12-18,1148,TR806Y,TRAHEKTS91E4,B03MTG1,HEKTAS TICARET,TR,TRY,55201000.0
51346,2023-12-18,1148,TR002M,TREAKSN00011,B3Y1WH0,AKSA ENERJI URETIM,TR,TRY,65101015.0
51380,2023-12-18,1148,ID30LJ,ID1000186505,BN4DH26,PERTAMINA GEOTHERMAL ENERGY,ID,IDR,65101010.0
51369,2023-12-18,1148,ID00FA,ID1000068604,6366999,Gudang Garam Tbk PT,ID,IDR,45103010.0
51387,2023-12-18,1148,ID00OJ,ID1000106602,6053859,ANEKA TAMBANG,ID,IDR,55103025.0
51372,2023-12-18,1148,ID00LG,ID1000068703,6043485,BUMI RESOURCES,ID,IDR,60101040.0
51383,2023-12-18,1148,ID5099,ID1000135700,BYYMZ37,MITRA KELUARGA KARYASEHAT,ID,IDR,20101010.0
51375,2023-12-18,1148,ID3075,ID1000113905,B5NM8S1,ELANG MAHKOTA TEKNOLOGI,ID,IDR,40301035.0
51377,2023-12-18,1148,ID210Y,ID1000143605,BYW4PP7,MNC DIGITAL ENTERTAINMENT,ID,IDR,40301010.0
51384,2023-12-18,1148,ID00C7,ID1000061302,6454861,Indocement Tunggal Prakarsa Tb,ID,IDR,50101030.0
51385,2023-12-18,1148,ID00PK,ID1000108103,B28T1S7,Jasa Marga PT,ID,IDR,50206060.0
51366,2023-12-18,1148,ID2142,ID1000165004,BPG9298,AVIA AVIAN PT,ID,IDR,50203010.0
51379,2023-12-18,1148,ID2131,ID1000164700,BMZQ6M0,CISARUA MOUNTAIN DAIRY,ID,IDR,45102020.0
51371,2023-12-18,1148,ID00JE,ID1000108509,B29SK75,INDO TAMBANGRAYA MEGAH,ID,IDR,60101040.0
51373,2023-12-18,1148,ID00HC,ID1000094006,6565127,BUKIT ASAM TBK PT,ID,IDR,60101040.0
51386,2023-12-18,1148,ID0061,ID1000111602,6719764,Perusahaan Gas Negara PT,ID,IDR,65102020.0
51378,2023-12-18,1148,ID20SP,ID1000092703,6545248,BANK PAN INDONESIA,ID,IDR,30101010.0
51582,2023-12-18,1148,CL00OL,CLP3064M1019,2196338,COMP. SUDAMERICANA DE VAPORES,CL,CLP,50206030.0
51587,2023-12-18,1148,CL00C9,CLP3615W1037,2309255,Colbun SA,CL,CLP,65101010.0
51590,2023-12-18,1148,CL9028,CL0002539816,BK5XJM8,CENCOSUD SHOPPING,CL,CLP,35101010.0
51583,2023-12-18,1148,CL9017,CL0002456714,BYVW0G8,PLAZA,CL,CLP,35101010.0
51591,2023-12-18,1148,CL00GD,CLP249051044,2196189,Cia Cervecerias Unidas SA,CL,CLP,45101010.0
51589,2023-12-18,1148,CL00KH,CL0002841873,BN100C1,BANCO ITAU CHILE,CL,CLP,30101010.0
51616,2023-12-18,1148,TH00IS,TH0796010005,B0300P1,Thai Oil PCL,TH,THB,60101020.0
51620,2023-12-18,1148,TH510G,TH6068010Y02,BFXP653,MUANGTHAI CAPITAL,TH,THB,30201020.0
51621,2023-12-18,1148,TH00Q0,TH0221B10Z05,BDDW2W9,BTS Group Holdings PCL,TH,THB,50206020.0
51597,2023-12-18,1148,TH00MW,TH0143010Z08,6581907,Land and Houses PCL,TH,THB,35101010.0
51611,2023-12-18,1148,TH30BO,TH5097010000,BH6XVN1,DIGITAL TELECOM.IFCF.,TH,THB,35102025.0
51614,2023-12-18,1148,TH21T6,TH0991010008,B435YH4,SIAM GLOBAL HOUSE,TH,THB,40401025.0
51612,2023-12-18,1148,TH50ZE,TH6066010005,BSM67X3,CARABAO GROUP,TH,THB,45101020.0
51593,2023-12-18,1148,TH001B,TH0637010Y00,BK1W1V2,Ratch Group,TH,THB,65101015.0
51598,2023-12-18,1148,TH00PZ,TH0450010Y08,BYTBHS8,THAI UNION GROUP,TH,THB,45102020.0
51604,2023-12-18,1148,TH207J,TH0465010005,6304632,ELECTRICITY GENERATING,TH,THB,65101015.0
51623,2023-12-18,1148,TH12JW,THA271010003,BNR42C1,NGERN TID LOR,TH,THB,30201020.0
51599,2023-12-18,1148,TH00AK,TH0148A10Z06,BJFHBV6,Banpu PCL,TH,THB,60101040.0
51594,2023-12-18,1148,TH401F,TH0122C10Z04,BDZ7KL7,KCE ELECTRONICS,TH,THB,10102015.0
51607,2023-12-18,1148,TH50XC,TH5456010Y00,BF0F5R1,SRISAWAD CORPORATION,TH,THB,30201020.0
51605,2023-12-18,1148,TH706N,TH6678010005,BZ2YMZ3,COM7,TH,THB,40401030.0
51603,2023-12-18,1148,TH704L,TH7462010003,BD5NFC1,BANPU POWER,TH,THB,65101015.0
51596,2023-12-18,1148,TH806O,TH8193010007,BYZFF24,TOA PAINT THAILAND,TH,THB,50203010.0
51601,2023-12-18,1148,TH00JT,TH0471010Y04,6905295,IRPC PCL,TH,THB,60101020.0
51595,2023-12-18,1148,TH80AS,TH3925010Z05,BGHGSV9,JMT NETWORK SERVICES,TH,THB,50205020.0
51602,2023-12-18,1148,TH403H,TH4577010002,BCZZQ94,MK RESTAURANT GROUP,TH,THB,40501040.0
51763,2023-12-18,1148,MY00L5,MYL5398OO002,6359881,Gamuda Bhd,MY,MYR,50101010.0
51773,2023-12-18,1148,MY22MA,MYL5014OO005,6188193,MALAYSIA AIRPORTS HDG.,MY,MYR,50206060.0
51771,2023-12-18,1148,MY501Q,MYL5246OO003,BDFM1K8,WESTPORTS HOLDINGS,MY,MYR,50206060.0
51772,2023-12-18,1148,MY23K9,MYL7277OO006,B00MRS2,DIALOG GROUP,MY,MYR,60101030.0
51779,2023-12-18,1148,MY50NC,MYQ0166OO007,B54JP79,INARI AMERTRON,MY,MYR,10102010.0
51761,2023-12-18,1148,MY242S,MYL3689OO006,6555946,FRASER & NEAVE HDG.,MY,MYR,45101020.0
51767,2023-12-18,1148,MY22AY,MYL5168OO009,B2QPJK5,HARTALEGA HOLDINGS,MY,MYR,20102015.0
51768,2023-12-18,1148,MY208U,MYL7113OO003,B05L892,TOP GLOVE,MY,MYR,20102015.0
51770,2023-12-18,1148,MY00M6,MYL3336OO004,6455217,IJM Corp BHD,MY,MYR,50101010.0
51762,2023-12-18,1148,MY00UE,MYL2291OO002,6057680,Genting Plantations Bhd,MY,MYR,45102010.0
51791,2023-12-18,1148,PH04AK,PHY6028G1361,6514442,Metropolitan Bank & Trust,PH,PHP,30101010.0
51788,2023-12-18,1148,PH903I,PHY1001H1024,BMBZPW4,ACEN,PH,PHP,65101010.0
51786,2023-12-18,1148,PH11AI,PHY6142T1052,BMDTTT9,MONDE NISSIN,PH,PHP,45102020.0
51782,2023-12-18,1148,PH04LV,PHY7628G1124,BQ13Z04,Semirara Mining Corp,PH,PHP,60101040.0
51789,2023-12-18,1148,PH04JT,PHY2088F1004,6272483,DMCI Holdings Inc,PH,PHP,50203000.0
51790,2023-12-18,1148,PH20IQ,PHY290451046,B77H110,GT CAPITAL HOLDINGS,PH,PHP,40101020.0
51780,2023-12-18,1148,PH30AJ,PHY5342M1000,B92RW83,LT GROUP,PH,PHP,30101010.0
51781,2023-12-18,1148,PH04HR,PHY003341054,6147105,Alliance Global Group Inc,PH,PHP,50203000.0
51795,2023-12-18,1148,412267,GRS014003032,BNC0DB0,Piraeus Financial Holdings,GR,EUR,30101010.0
51801,2023-12-18,1148,423586,GRS015003007,BZ1MXR7,ALPHA SERVICES AND HOLDINGS,GR,EUR,30101010.0
51796,2023-12-18,1148,724353,GRS282183003,7243530,JUMBO,GR,EUR,40401010.0
51802,2023-12-18,1148,599623,GRS426003000,5996234,MOTOR OIL (HELLAS),GR,EUR,60101020.0
51793,2023-12-18,1148,547565,GRS298343005,5475658,HELLENIQ ENERGY HOLDINGS,GR,EUR,60101020.0
51806,2023-12-18,1148,KW203L,KW0EQ0100028,6889515,GULF BANK OF KUWAIT,KW,KWD,30101010.0
51803,2023-12-18,1148,KW208Q,KW0EQ0100077,6155818,BURGAN BANK,KW,KWD,30101010.0
51814,2023-12-18,1148,ZA102C,ZAE000063863,B06KZ97,WOOLWORTHS HDG.,ZA,ZAR,40401010.0
51811,2023-12-18,1148,ZA00LU,ZAE000084992,6418801,Exxaro Resources Ltd,ZA,ZAR,60101040.0
51810,2023-12-18,1148,ZA702I,ZAE000314084,BN6QSM0,OUTSURANCE GROUP LIMITED,ZA,ZAR,30302010.0
51808,2023-12-18,1148,073892,ZAE000255360,BDVPYN5,OLD MUTUAL,ZA,ZAR,30301010.0
51823,2023-12-18,1148,ZA20T4,ZAE000298253,BMZ1NS0,NORTHAM PLATINUM HOLDINGS,ZA,ZAR,55103030.0
51822,2023-12-18,1148,ZA20IT,ZAE000200457,BYXW419,MR PRICE GROUP,ZA,ZAR,40401020.0
51820,2023-12-18,1148,ZA00JS,ZAE000054045,6041122,African Rainbow Minerals Ltd,ZA,ZAR,55102000.0
51825,2023-12-18,1148,ZA20Y9,ZAE000148466,6349688,THE FOSCHINI GROUP,ZA,ZAR,40401020.0
51824,2023-12-18,1148,ZA206H,ZAE000179420,BBGB5W0,GROWTHPOINT PROPS.,ZA,ZAR,35102000.0
51807,2023-12-18,1148,ZA901J,ZAE000265971,BHZSKR4,MULTICHOICE GROUP,ZA,ZAR,15102010.0
51853,2023-12-18,1148,BR708H,BRCRFBACNOR2,BF7LBH4,ATACADAO,BR,BRL,45201010.0
51848,2023-12-18,1148,BR05PW,BRNEOEACNOR3,BF8GMG4,NEOENERGIA ON,BR,BRL,65101010.0
51828,2023-12-18,1148,BR00JL,BRNTCOACNOR5,BJRFY31,NATURA &CO HOLDING,BR,BRL,40204035.0
51827,2023-12-18,1148,BR008A,BRCSNAACNOR6,B019KX8,Cia Siderurgica Nacional SA,BR,BRL,55102010.0
51829,2023-12-18,1148,BR00RT,BRHYPEACNOR0,B2QY968,HYPERA,BR,BRL,20103015.0
51843,2023-12-18,1148,BR05AH,BRTOTSACNOR8,B10LQP6,Totvs,BR,BRL,10101015.0
51832,2023-12-18,1148,BR0439,BRENEVACNOR8,BFWHKM5,ENEVA ON,BR,BRL,65101015.0
51849,2023-12-18,1148,BR04KQ,BRPSSAACNOR7,B0498T7,Porto Seguro,BR,BRL,30302010.0
51846,2023-12-18,1148,BR1104,BRASAIACNOR0,BMZ9R04,SENDAS DISTRIBUIDORA,BR,BRL,45201010.0
51833,2023-12-18,1148,BR109C,BRKLBNACNPR9,2813347,KLABIN S.A. - PREF,BR,BRL,55101015.0
51844,2023-12-18,1148,BR00TV,BRCMIGACNPR3,B1YBRG0,CEMIG - PREF,BR,BRL,65101010.0
51845,2023-12-18,1148,BR03X2,BRLRENACNOR1,B0CGYD6,LOJAS RENNER,BR,BRL,40401020.0
51852,2023-12-18,1148,BR046C,BRMULTACNOR5,B23DZG0,MULTIPLAN,BR,BRL,35101010.0
51851,2023-12-18,1148,BR20GK,BRAUREACNOR9,BMXHJ82,AUREN ENERGIA ON,BR,BRL,65101010.0
51855,2023-12-18,1148,BR704D,BRMGLUACNOR2,B4975P9,MAGAZINE LUIZA ON,BR,BRL,40401030.0
51826,2023-12-18,1148,BR2015,BRCMIGACNOR6,B1YBRK4,CMPH.ENGT.MINASGR. ON,BR,BRL,65101010.0
51860,2023-12-18,1148,AE23RK,AEM001001019,BP0PMS1,MULTIPLY GROUP,AE,AED,30202000.0
51858,2023-12-18,1148,AE213U,AEA000801018,6001728,ABU DHABI ISLAMIC BANK,AE,AED,30101010.0
51864,2023-12-18,1148,AE22UM,AEA004601018,BMGS410,ABU DHABI PORTS COMPANY PJSC,AE,AED,50206060.0
51873,2023-12-18,1148,AE302T,AEE01135A222,BP4X2F8,AMERICANA RESTAURANTS INTL.,AE,SAR,40501040.0
51862,2023-12-18,1148,AE23MF,AEF000901015,BMXCL70,FERTIGLOBE COMPANY PJSC,AE,AED,55201015.0
51868,2023-12-18,1148,QA20BD,QA0006929812,6566614,QATAR ELTY& WT,QA,QAR,65102000.0
51866,2023-12-18,1148,QA20WY,QA000A0KD6L1,B0MLBC9,QATAR GSTRANNAKILAT,QA,QAR,50206030.0
51865,2023-12-18,1148,QA2046,QA0001200771,6516556,QATAR FUEL COMPANY,QA,QAR,60101020.0
51870,2023-12-18,1148,QA20HJ,QA0006929879,6571544,QATAR INTLISLAMIC BANK,QA,QAR,30101010.0
51885,2023-12-18,1148,SA22NT,SA000A0MQCJ2,B1Z8F66,SAUDI KAYAN PETROCH,SA,SAR,55201020.0
51888,2023-12-18,1148,SA21Y3,SA000A0B89Q3,B132Y63,SAUDI INDUSTRIAL INV,SA,SAR,55201000.0
51881,2023-12-18,1148,SA24HP,SA135G51UI10,B95TKH1,DALLAH HEALTHCARE,SA,SAR,20101010.0
51891,2023-12-18,1148,SA3016,SA15L1I156H7,BPNZYP9,ARABIAN DRILLING,SA,SAR,60101030.0
51874,2023-12-18,1148,SA236D,SA11U0S23612,B2NC4X7,DAR ALARKAN RLSTDEV,SA,SAR,35101010.0
51887,2023-12-18,1148,SA20BF,SA0007879063,B12M7M1,THE SAUDI INVESTMENT BK,SA,SAR,30101010.0
51883,2023-12-18,1148,SA3027,SA15L0N10HH3,BQGHZW3,POWER&WATER UTILITY CMP.FOR JUBAIL&YANBU,SA,SAR,65101015.0
51894,2023-12-18,1148,SA20AE,SA0007879055,B12LZQ8,BANK ALJAZIRA,SA,SAR,30101010.0
51893,2023-12-18,1148,SA228E,SA000A0JK5M3,B156TT1,SAUDI RESEARCH AND MEDIA GROUP,SA,SAR,40301030.0
51884,2023-12-18,1148,SA3038,SA15LGLI0N19,BNBPXW7,RIYADH CABLES,SA,SAR,50202010.0
51895,2023-12-18,1148,MX00K3,MX01CH170002,B457NQ0,Grupo Comercial Chedraui SA de,MX,MXN,40401010.0
51899,2023-12-18,1148,MX00TC,MX01KO000002,BHHP0S4,Coca-Cola Femsa SAB de CV,MX,MXN,45101020.0
51897,2023-12-18,1148,MX00DW,MX01OR010004,BH3T8K8,Orbia Advance Corp SAB de CV,MX,MXN,50203015.0
51901,2023-12-18,1148,MX702S,MX41BB000000,BYSX0F3,BNC.DEL BAJIO IDBC. MTPL.,MX,MXN,30101010.0
51904,2023-12-18,1148,451944,CZ0008019106,4519449,KOMERCNI BANKA,CZ,CZK,30101010.0
51912,2023-12-18,1148,EW059,PLPGER000010,B544PW9,PGE,PL,PLN,65101015.0
51908,2023-12-18,1148,414933,PLBUDMX00013,4149330,BUDIMEX,PL,PLN,50101010.0
51909,2023-12-18,1148,PL11CO,NL0015000AU7,BMXNYN0,PEPCO GROUP,PL,PLN,40401010.0
51911,2023-12-18,1148,525606,PLBH00000012,5256068,HANDLOWY,PL,PLN,30101010.0
51915,2023-12-18,1148,555255,PLTLKPL00017,5552551,ORANGE POLSKA,PL,PLN,15102015.0
51914,2023-12-18,1148,407732,PLBIG0000016,4077323,BANK MILLENNIUM,PL,PLN,30101010.0
51910,2023-12-18,1148,EW041,PLCFRPT00013,B2QRCM4,CYFROWY POLSAT,PL,PLN,15102010.0
51916,2023-12-18,1148,EG004Y,EGS60121C018,6243898,Commercial International Bank,EG,EGP,30101010.0
51917,2023-12-18,1148,EG2051,EGS37091C013,6298177,EASTERN TOBACCO,EG,EGP,45103010.0
51919,2023-12-18,1148,404238,HU0000123096,BC9ZH86,RICHTER GEDEON,HU,HUF,20103015.0
51920,2023-12-18,1148,CO0044,COE15PA00026,2205706,Interconexion Electrica SA,CO,COP,65101015.0
