,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight
177587,2023-12-18,2027,ID12XV,ID1000133408,BANK NEO COMMERCE,ID,IDR,30101010,0.00014830280508533667
176856,2023-12-18,2027,TR801T,TRAKERVT91A5,KEREVITAS GIDA SANVETC.,TR,TRY,45102020,0.00014793757891200617
177515,2023-12-18,2027,CN93V6,US7477981069,QUDIAN ADR,CN,USD,30201020,0.00014733755237415994
176975,2023-12-18,2027,TR20E0,TRESAYR00013,SAY RENEWABLE,TR,TRY,40301020,0.00014695298639407105
177478,2023-12-18,2027,MY70C3,MYQ0101OO004,TMC LIFE SCIENCES,MY,MYR,20101025,0.00014635007659655815
177507,2023-12-18,2027,US18UP,US1347481020,CANAAN ADR,CN,USD,10102030,0.00014629905422935003
177401,2023-12-18,2027,MY50I7,MYL7155OO004,SKP RESOURCES BERHAD,MY,MYR,50203015,0.0001453242075951452
176988,2023-12-18,2027,B03MT7,TRAGLMDE91R3,GLOBAL YATIRIM HOLDINGS,TR,TRY,30202010,0.00014512577331167158
177203,2023-12-18,2027,PL002C,PLAB00000019,AB,PL,PLN,10101010,0.00014484558086171978
177411,2023-12-18,2027,MY107S,MYL5274OO005,HONG LEONG CAPITAL,MY,MYR,30202015,0.00014449352901180107
177473,2023-12-18,2027,MY50H6,MYL7148OO009,DUOPHARMA BIOTECH,MY,MYR,20103015,0.00014431970472656135
176593,2023-12-18,2027,TW061W,TW0003049003,HannsTouch Holdings,TW,TWD,10102030,0.0001439690385332909
175808,2023-12-18,2027,KR701J,KR700088K015,HANWHA 3PB,KR,KRW,30301010,0.00014299974397187178
175065,2023-12-18,2027,IN18T7,INE557A01011,HYDERABAD INDUSTRIES,IN,INR,50101020,0.0001429758107940219
176954,2023-12-18,2027,TR303Q,TREHLGY00016,HALK GAYRIMENK A,TR,TRY,35102000,0.0001429591490547321
176509,2023-12-18,2027,TW03C4,TW0002374006,Ability Enter,TW,TWD,40203060,0.00014278191444393691
173763,2023-12-18,2027,EG9036,EGS65541C012,CAIRO FOR INV.& RLST.DEV. CIRA EDUCATION,EG,EGP,40201010,0.00014274424995502634
176825,2023-12-18,2027,TR305S,TRETKNO00010,TEKNOSA IC VE DIS TICARET NPV,TR,TRY,40401030,0.000142722061986617
177304,2023-12-18,2027,MY609Z,MYL5272OO009,RANHILL UTILITIES,MY,MYR,65102030,0.00014271665908099506
177164,2023-12-18,2027,531929,PLMSTSD00019,POLIMEX MOSTOSTAL,PL,PLN,50101010,0.00014238304146807615
174933,2023-12-18,2027,IN81LZ,INE338A01024,THIRUMALAI CHEMICALS,IN,INR,55201000,0.00014222047176309363
177336,2023-12-18,2027,MY30K7,MYL2429OO008,TANCO HOLDINGS,MY,MYR,35101010,0.00014184984471481103
177677,2023-12-18,2027,GR135G,GRS087003000,INTRACOM HOLDINGS,GR,EUR,10101010,0.00014123345938401818
177614,2023-12-18,2027,ID012Y,ID1000113301,MATAHARI DEPARTMENT SOE.,ID,IDR,40401010,0.00014062583917699522
176647,2023-12-18,2027,TW112T,TW0004960000,CHENG MEI MATERIALS TECHNOLOGY,TW,TWD,50202040,0.0001398492205680291
176743,2023-12-18,2027,TW064Z,TW0003062006,CyberTAN,TW,TWD,15101010,0.00013984725241043247
175228,2023-12-18,2027,TH109K,TH8798010006,NORTH EAST RUBBERS,TH,THB,40101015,0.00013959761085320532
175194,2023-12-18,2027,TH10R2,THA054010006,SAKSIAM LEASING,TH,THB,30201020,0.00013907217415065642
176748,2023-12-18,2027,TW042V,TW0002485000,Zinwell Corp,TW,TWD,15101010,0.00013865493771232258
177363,2023-12-18,2027,MY222Q,MYL2852OO001,CAHYA MATA SARAWAK,MY,MYR,50101030,0.0001385417582170298
176548,2023-12-18,2027,TW0762,TW0005203004,CYBERLINK,TW,TWD,10101015,0.00013840012138737054
175155,2023-12-18,2027,TH12S5,TH8127010008,TRIPLE I LOGISTICS,TH,THB,50206040,0.00013796838612726637
177426,2023-12-18,2027,MY10K5,MYL4758OO008,ANCOM NYLEX,MY,MYR,55201020,0.00013747232836825907
177675,2023-12-18,2027,434777,GRS096003009,FOURLIS HLDG,GR,EUR,40401010,0.00013637932675795243
176673,2023-12-18,2027,TW12UM,TW0001701001,China Chem Pharm,TW,TWD,20103015,0.00013616092791115993
176622,2023-12-18,2027,TW11TK,TW0001447001,Li Peng Ent,TW,TWD,55101020,0.00013614278807325448
176726,2023-12-18,2027,TW13SL,TW0002478005,TA-I TECHNOLOGY,TW,TWD,10102015,0.0001359713474189706
176445,2023-12-18,2027,TW12C4,TW0002538006,Kee Tai,TW,TWD,35101010,0.0001358171992413201
176561,2023-12-18,2027,TW19ZY,TW0002420007,ZIPPY TECHNOLOGY,TW,TWD,50202010,0.0001355050423760309
176614,2023-12-18,2027,TW1AUU,TW0003138004,AUDEN TECHNO,TW,TWD,15101010,0.00013476138255055211
177342,2023-12-18,2027,MY109U,MYL5293OO005,AME ELITE CONSORTIUM,MY,MYR,50101010,0.00013266117113425627
177329,2023-12-18,2027,MY308V,MYL7022OO006,GLOBETRONICS TECHNOLOGY,MY,MYR,10102010,0.00013264141007608671
176465,2023-12-18,2027,TW503X,TW0002228004,IRON FORCE INDUSTRIAL,TW,TWD,40101025,0.00013257708218842803
177508,2023-12-18,2027,CN2517,CNE000000941,SHANGHAI JINQIAO EX PR.Z.D.'B',CN,USD,35101010,0.00013240189212512994
176679,2023-12-18,2027,TW15OJ,TW0002464005,Mirle Auto,TW,TWD,50204000,0.00013234828489883994
176530,2023-12-18,2027,TW11MD,TW0002505005,Kuo Yang Const,TW,TWD,35101010,0.00013211817924359035
177456,2023-12-18,2027,MY24OE,MYL5302OO004,AURELIUS TECHNOLOGIES,MY,MYR,10102015,0.0001319012623601528
176710,2023-12-18,2027,TW02F6,TW0002107000,Formosan Rubber,TW,TWD,50203015,0.00013166073702196518
176527,2023-12-18,2027,TW16GC,TW0001558005,ZENG HSING INDUSTRIAL,TW,TWD,40202025,0.00013043112917739136
175276,2023-12-18,2027,TH20DP,TH0409010Z03,LANNA RESOURCES,TH,THB,60101040,0.00012933554505091036
174984,2023-12-18,2027,IN70HT,INE384A01010,RANE HOLDINGS,IN,INR,40101025,0.0001293256966442074
176478,2023-12-18,2027,TW04HA,TW0002601002,FIRST STEAMSHIP,TW,TWD,50206030,0.00012888841058967908
176615,2023-12-18,2027,TW80A7,TW0006416001,CASWELL,TW,TWD,15101010,0.00012886521841067616
174893,2023-12-18,2027,IN60Q1,INE107A01015,TAMIL NADU NWPT.& PAPERS,IN,INR,55101015,0.0001285486728827346
177591,2023-12-18,2027,ID013Z,ID1000114002,PP (PERSERO),ID,IDR,50101010,0.00012819214703803237
175212,2023-12-18,2027,TH20LX,TH0748010Z04,UNIVANICH PALM OIL,TH,THB,45102010,0.00012813670342418153
177597,2023-12-18,2027,ID20TQ,ID1000099500,RAMAYANA LESTARI SENTOSA,ID,IDR,40401010,0.0001279507710700869
176955,2023-12-18,2027,B03MY2,TRATIREW91D1,MONDI TURKEY OLUKLU MUKAVVA KAGIT,TR,TRY,55101015,0.00012785809329636004
177352,2023-12-18,2027,MY601R,MYL5517OO007,SHANGRI-LA HOTELS (MAL.),MY,MYR,40501025,0.00012711586820578766
176795,2023-12-18,2027,B03MV8,TRAKARTN91D4,KARTONSAN,TR,TRY,50203030,0.00012697879406866334
177501,2023-12-18,2027,CN1RVM,US5288771034,LEXINFINTECH HOLDINGS ADR,CN,USD,30201020,0.0001264213716257069
177589,2023-12-18,2027,ID3031,ID1000107600,WIJAYA KARYA,ID,IDR,50101010,0.00012631817061534048
177659,2023-12-18,2027,CL02HG,CL0000000449,SALFA CORPORATION,CL,CLP,50101015,0.0001261976855616861
177454,2023-12-18,2027,MY10PA,MYL5271OO001,PECCA GROUP,MY,MYR,40101010,0.000124943540844331
177236,2023-12-18,2027,PL00MW,PLUNMOT00013,UNIMOT,PL,PLN,65102020,0.00012439206709302574
173768,2023-12-18,2027,EG7056,EGS75011C014,MM GRP INDUS.& INTL TRADE,EG,EGP,40203010,0.00012436514201518486
175292,2023-12-18,2027,TH10OZ,TH9882010001,NR INSTANT PRODUCE,TH,THB,45102020,0.00012389211086603273
177453,2023-12-18,2027,MY30J6,MYL5311OO005,CAPE EMS,MY,MYR,50202040,0.0001235994752850735
177326,2023-12-18,2027,MY10DY,MYL7179OO004,LAGENDA PROPERTIES,MY,MYR,35101010,0.0001235473177782798
177588,2023-12-18,2027,ID20GD,ID1000108400,ALAM SUTERA REALTY,ID,IDR,35101010,0.00012298234704456932
177571,2023-12-18,2027,ID5011,ID1000097207,ADHI KARYA PERSERO,ID,IDR,50101010,0.00012278420745530705
174831,2023-12-18,2027,IN18WA,INE754A01055,SUBEX,IN,INR,10101015,0.0001223328048948755
177635,2023-12-18,2027,KW21RA,KW0EQ0202832,ALIMTIAZ INVESTMENT,KW,KWD,30202010,0.00012196350094734559
175257,2023-12-18,2027,TH20Q2,TH0823010002,SOMBOON ADVANCE TECHNOLOGY,TH,THB,40101025,0.00012150771901340237
175308,2023-12-18,2027,TH22P3,THA490010008,HENG LEASING AND CAPITAL,TH,THB,30201020,0.00012139318504095044
177511,2023-12-18,2027,CN1SIA,US00851L1035,AGORA ADR,CN,USD,10101015,0.00012041578725527241
177400,2023-12-18,2027,MY20G2,MYL5071OO005,COASTAL CONTRACTS,MY,MYR,50206015,0.00012014620017650745
175109,2023-12-18,2027,IN81FT,INE231F01020,SASKEN TECHNOLOGIES,IN,INR,10101010,0.00011991061847694526
176799,2023-12-18,2027,518610,TRAALGYO91Q5,ALARKO GAYMEN.YATOTA.,TR,TRY,35102000,0.0001194843569626526
177003,2023-12-18,2027,TR202O,TRAVKGYO91Q3,VAKIF GAYMEN.YATOTA.,TR,TRY,35102000,0.00011932452272835954
176903,2023-12-18,2027,TR30K7,TREBLSM00027,BIRLESIM MUHENDISLIK ISITMA SOGUT,TR,TRY,50101025,0.0001192228001705178
176686,2023-12-18,2027,TW19FE,TW0001219004,Fwusow,TW,TWD,45102020,0.0001189927126384333
175256,2023-12-18,2027,TH012D,TH0818010Z05,UNITED PAPER,TH,THB,50203030,0.00011849606706042934
177340,2023-12-18,2027,MY90OH,MYL7233OO009,DUFU TECHNOLOGY,MY,MYR,10102030,0.0001183894421961156
173771,2023-12-18,2027,EG00JD,EGS690C1C010,RAYA HLDG.FOR TECH.& COMMS.,EG,EGP,10101010,0.00011785448950913662
176940,2023-12-18,2027,TR00CW,TREINDX00019,INDEKS BILGISAYAR SISTEMLERI,TR,TRY,10102030,0.00011774260739187704
176877,2023-12-18,2027,TR12E1,TREAKFG00012,AKFEN GAYMEN.YATOTA.,TR,TRY,35102015,0.00011714187980314299
177334,2023-12-18,2027,MY21UH,MYL4383OO005,JAYA TIASA HOLDINGS,MY,MYR,45102010,0.00011711054785260384
177378,2023-12-18,2027,MY236V,MYL4324OO009,HENGYUAN REFINING,MY,MYR,60101020,0.00011679979306462347
176950,2023-12-18,2027,TR108T,TRAGOODY91E9,GOODYEAR LASTIKLERI,TR,TRY,40101015,0.0001166733122839304
176926,2023-12-18,2027,TR213Q,TREKNKA00026,KONYA KAGIT SANAYI VE TICARET,TR,TRY,55101015,0.00011662124922624013
177510,2023-12-18,2027,CN24UZ,CNE000000G39,SHANGHAI MECH.&ELECT. IND. 'B',CN,USD,50204000,0.00011555791812961287
176297,2023-12-18,2027,PH108,KYG2112Y1098,China Dongxiang Group Co. Ltd.,CN,HKD,40204020,0.00011541080794694595
177668,2023-12-18,2027,GR136H,GRS239003007,THRACE PLSTC.HLDG.&. COML.SA,GR,EUR,50203015,0.00011484305226644521
176813,2023-12-18,2027,TR80C4,TRACEMTS91G6,CEMTAS CK.MAKINA SANVETC,TR,TRY,55102010,0.00011473896944820671
175135,2023-12-18,2027,IN608J,INE049A01027,HIMATSINGKA SEIDE,IN,INR,55101020,0.00011414875793879786
177311,2023-12-18,2027,MY30E1,MYL5238OO000,AIRASIA X,MY,MYR,40501010,0.00011363792175605456
176851,2023-12-18,2027,B07DQ4,TREAKMG00018,AKMERKEZ GAYMEN.YATRIM ORTAKLI,TR,TRY,35102045,0.00011327069510492648
176664,2023-12-18,2027,TW05YS,TW0003041000,Ali,TW,TWD,10102010,0.00011326305866135231
176442,2023-12-18,2027,TW03PH,TW0002417003,AVERMEDIA TECHNOLOGIES,TW,TWD,10102030,0.00011293777456486297
176947,2023-12-18,2027,B03MNM,TRAALKIM91E0,ALKIM ALKALI KIMYA,TR,TRY,55201000,0.00011263642288763749
173728,2023-12-18,2027,EG2084,EGS38081C013,EGYP.INTL.PHARMS. INDS. SAE,EG,EGP,20103015,0.00011258726252075203
177460,2023-12-18,2027,MY90WP,MYL7237OO000,POWER ROOT,MY,MYR,45101020,0.00011189520266318055
176658,2023-12-18,2027,TW15ZU,TW0003501003,Well Shin,TW,TWD,50202010,0.0001117563403566901
176836,2023-12-18,2027,ET013,TRAKRDMA91G3,KARDEMIR (A),TR,TRY,55102015,0.00011153986504523513
176969,2023-12-18,2027,490804,TRATRCAS92E6,TURCAS PETROL,TR,TRY,65101015,0.0001114743754399903
175281,2023-12-18,2027,TH10S3,THA078010008,KERRY EXPRESS (THAILAND),TH,THB,50206040,0.00011145035496494435
177020,2023-12-18,2027,TR10G1,TRAVAKFN91P9,VAKIF FINANSAL KIRALAMA,TR,TRY,30202000,0.00011133484644538031
176588,2023-12-18,2027,TW15GB,TW0002405008,SHUTTLE,TW,TWD,10102030,0.00011082847553517523
177104,2023-12-18,2027,BR05Z6,BRLJQQACNOR5,LOJAS QUERO-QUERO ON,BR,BRL,40401010,0.0001107877731582522
176957,2023-12-18,2027,TR12J6,TREKZBG00026,KIZILBUK GAYMEN. YATOTA.,TR,TRY,35102015,0.00011029358529157462
176716,2023-12-18,2027,TW114V,TW0002406006,Gigastorage,TW,TWD,10102010,0.0001096726210463288
176822,2023-12-18,2027,TR10I3,TREESEN00024,ESENBOGA ELEKTRIK URETIM AS,TR,TRY,65101010,0.00010954067338036126
176867,2023-12-18,2027,TR00BV,TRECMAS00010,CEMAS DOKUM SANAYI,TR,TRY,55102015,0.00010944876205928494
177418,2023-12-18,2027,MY506V,MYL5123TO003,SENTRAL REIT,MY,MYR,35102030,0.00010924872364038189
177231,2023-12-18,2027,PL90H0,PLENTER00017,ENTER AIR,PL,PLN,40501010,0.00010922549344921737
176938,2023-12-18,2027,B03MPM,TRABAGFS91E2,BANDIRMA GUBRE FABRIKALARI,TR,TRY,55201015,0.00010905007918289511
177447,2023-12-18,2027,MY50ZO,MYL5789OO002,LBS BINA GROUP,MY,MYR,35101010,0.00010896033221492027
176956,2023-12-18,2027,TR10F0,TRAMAALT91K5,MARMARIS ALTINYUNUS,TR,TRY,40501025,0.0001086773762528748
177374,2023-12-18,2027,MY24QG,MYQ0186OO005,PERAK TRANSIT,MY,MYR,50206010,0.00010827911272983523
176662,2023-12-18,2027,TW132V,TW0001455004,ZIG SHENG IND,TW,TWD,55101020,0.00010816106702980106
177128,2023-12-18,2027,PL00NX,PLVOXEL00014,VOXEL,PL,PLN,20103010,0.00010735806029839999
176933,2023-12-18,2027,TR111N,TREKRVG00013,KERVAN GIDA SANAYI VE TICARET,TR,TRY,45102020,0.00010726591824435493
176736,2023-12-18,2027,TW0920,TW0001598001,DYACO INTERNATIONAL,TW,TWD,40203050,0.00010714876314075808
177196,2023-12-18,2027,PL11MY,PLONDE000018,ONDE,PL,PLN,50101015,0.00010655284779972867
177406,2023-12-18,2027,MY10BW,MYL5916OO001,MALAYSIA SMELTING,MY,MYR,55102050,0.00010571497193938214
176506,2023-12-18,2027,TW03QI,TW0002426004,TYNTEK,TW,TWD,10102010,0.00010563208051836217
176928,2023-12-18,2027,TR120N,TREULSY00014,ULUSOY UN SANAYI VE TICARET,TR,TRY,45102020,0.00010561975244264813
176980,2023-12-18,2027,B03MT9,TRAGOLTS91F0,GOLTAS CIMENTO,TR,TRY,50101030,0.0001054276918228287
177367,2023-12-18,2027,MY220O,MYL3417OO002,EASTERN & ORIENTAL,MY,MYR,35101010,0.00010541385209776243
176968,2023-12-18,2027,TR00G0,TRAEGGUB91E8,EGE GUBRE SANAYI,TR,TRY,55201000,0.00010524747354620846
177357,2023-12-18,2027,MY30AX,MYL1368OO009,UEM EDGENTA,MY,MYR,50101015,0.00010517641709532865
177165,2023-12-18,2027,PL703K,PLCLNPH00015,CELON PHARMA,PL,PLN,20103015,0.00010511961610583948
176997,2023-12-18,2027,TR508X,TRAAFYON91F6,AFYON CIMENTO,TR,TRY,50101030,0.0001047668914752212
177153,2023-12-18,2027,EW036,NL0000686509,ASTARTA HOLDING,PL,PLN,45102035,0.0001044284798306533
176558,2023-12-18,2027,TW031T,TW0002349008,Ritek Corp,TW,TWD,10102030,0.00010429671185901758
176522,2023-12-18,2027,TW40A3,KYG984291065,YEONG GUAN EN.TECH.GP.,TW,TWD,55102015,0.00010392229637683087
176572,2023-12-18,2027,TW19GF,TW0001527000,BASSO INDUSTRY,TW,TWD,50204040,0.00010391618400285665
176859,2023-12-18,2027,TR10AV,TREKGYO00014,KILER GAYMEN.YATOTA.,TR,TRY,35102000,0.00010335518164169617
177019,2023-12-18,2027,TR20XJ,TRAALKAW91D8,ALKIM KAGIT,TR,TRY,55101015,0.00010324554885675215
175179,2023-12-18,2027,TH108J,TH8463010000,CHAYO GROUP,TH,THB,30202010,0.00010315245869843352
176831,2023-12-18,2027,TR20RD,TREISBS00012,ISBIR SENTETIK DOKUMA SANAYI,TR,TRY,55101020,0.00010265889075989342
177537,2023-12-18,2027,CN24W1,CNE0000004C0,SHAI.CHLOR-ALKALI CHM. 'B',CN,USD,55201000,0.00010241017461151456
177439,2023-12-18,2027,MY10YJ,MYL7241OO002,NEXTGREEN GLOBAL,MY,MYR,50101010,0.00010185938464287476
177316,2023-12-18,2027,MY70D4,MYL5283OO006,ECO WORLD INTERNATIONAL,MY,MYR,35101010,0.00010117689080757193
177096,2023-12-18,2027,BR905G,BRBHIAACNOR1,CASAS BAHIA,BR,BRL,40401030,0.00010110507917079823
177239,2023-12-18,2027,PL90CV,PLAMBRA00013,AMBRA,PL,PLN,45101015,0.000100729630227588
176645,2023-12-18,2027,TW19KJ,TW0003645008,TAIMIDE TECH,TW,TWD,10102015,9.981300030959751e-05
177151,2023-12-18,2027,PL00KU,PLSNKTK00019,SYNEKTIK,PL,PLN,20101025,9.97813036264303e-05
176820,2023-12-18,2027,TR30RE,TRABISAS91B7,RAL YATIRIM HOLDING ANONIM SIRKETI,TR,TRY,55101020,9.972378336779871e-05
175215,2023-12-18,2027,TH205H,TH0438010Z02,ITALIAN-THAI DEVELOPMENT,TH,THB,50101010,9.97209187451896e-05
177182,2023-12-18,2027,PL909S,PLTSQGM00016,TEN SQUARE GAMES,PL,PLN,40203040,9.929658662803247e-05
176986,2023-12-18,2027,487560,TRATATKS91A5,TAT GIDA,TR,TRY,45102020,9.880126603403277e-05
177205,2023-12-18,2027,PL401F,PLPKPCR00011,PKP CARGO,PL,PLN,50206020,9.869586329853618e-05
175290,2023-12-18,2027,TH40ES,TH0940010Y08,SINGHA ESTATE,TH,THB,35101010,9.792941644331259e-05
177162,2023-12-18,2027,PL005F,PLMRBUD00015,MIRBUD,PL,PLN,50101010,9.696937757606903e-05
177226,2023-12-18,2027,PL00HR,PLOPNPL00013,OPONEO PL SERIES A B,PL,PLN,40101010,9.665109549624575e-05
176291,2023-12-18,2027,CN24NS,CNE000000ST8,LU THAI TEX.JOINT STK. 'B',CN,HKD,55101020,9.648330177628356e-05
176974,2023-12-18,2027,ET015,TRESNGY00019,SINPAS GAYMEN.YATOTA.,TR,TRY,35102000,9.581605040308361e-05
177419,2023-12-18,2027,MY804W,MYL5072OO003,HIAP TECK VENTURE,MY,MYR,55102010,9.53490134416711e-05
177230,2023-12-18,2027,PL90J2,PLRNBWT00031,RAINBOW TOURS SR.B C2 E,PL,PLN,40501015,9.460240056631602e-05
177498,2023-12-18,2027,CN871F,US06684L1035,BAOZUN ADR,CN,USD,10101020,9.451093496742447e-05
177370,2023-12-18,2027,MY213Q,MYL5142OO004,WASCO,MY,MYR,60101030,9.415780949007552e-05
177470,2023-12-18,2027,MY22NB,MYL5173OO009,SHIN YANG GROUP,MY,MYR,50206030,9.373741354230928e-05
177526,2023-12-18,2027,CN1S7Z,US65481N1000,NIU TECHNOLOGIES ADR,CN,USD,40203055,9.310322213146449e-05
177389,2023-12-18,2027,MY90A3,MYL5184OO006,CYPARK RESOURCES,MY,MYR,65101010,9.310269341130796e-05
