,Date,Index_Component_Count,Internal_Number,ISIN,Instrument_Name,Country,Currency,ICB,Weight,SEDOL,Capfactor,Mcap_Units_Index_Currency
11586,2021-06-21,1341,MX00O7,MX01ME090003,MEGACABLE HOLDINGS CPO,MX,MXN,15102010.0,0.0020465054786372055,B292SM8,1.0,3024532481.0
11587,2021-06-21,1341,KR04R6,KR7028670008,PANOCEAN,KR,KRW,50206030.0,0.0010267981239698433,B24FX49,1.0,1517505968.0
11588,2021-06-21,1341,KR508O,KR7028300002,HLB,KR,KRW,40203055.0,0.0020160781021186726,6517407,1.0,2979563831.0
11589,2021-06-21,1341,ZA00MV,ZAE000015228,HARMONY GOLD MNG.,ZA,ZAR,55103025.0,0.0009992030325753738,6410562,0.7282658,1476723155.0
11590,2021-06-21,1341,CN91LU,HK0000056256,CHINA TRADITIONAL CHI MEDICINE,CN,HKD,20103015.0,0.0010856495235941144,6971779,1.0,1604482510.0
11591,2021-06-21,1341,IN812G,INE935N01020,DIXON TECHNOLOGIES (INDIA),IN,INR,40203010.0,0.0014364467935889748,BNC5412,1.0,2122926144.0
11592,2021-06-21,1341,IN06S3,INE115A01026,LIC Housing,IN,INR,30201025.0,0.0010616335088912887,6101026,0.820908,1568989218.0
11593,2021-06-21,1341,KR05IY,KR7042660001,DAEWOO SHIPBLDG.& MAR. ENGR.,KR,KRW,50206060.0,0.0008274445345167686,6211732,1.0,1222881100.0
11594,2021-06-21,1341,CN8DAU,KYG521321003,KAISA GROUP HOLDINGS,CN,HKD,35101010.0,0.0006937620836564522,B58RBK4,1.0,1025311673.0
11595,2021-06-21,1341,KR035J,KR7006360002,GS E&C,KR,KRW,50101010.0,0.00193001908089821,6537096,1.0,2852377118.0
11596,2021-06-21,1341,ZA20Y9,ZAE000148466,THE FOSCHINI GROUP,ZA,ZAR,40401020.0,0.0019423346636568127,6349688,1.0,2870578330.0
11597,2021-06-21,1341,IN2018,INE498L01015,L&T FINANCE HOLDINGS,IN,INR,30201020.0,0.0007589029593945209,B5KYHQ1,1.0,1121583438.0
11580,2021-06-21,1341,HK00WX,BMG8086V1467,SHENZHEN INTL.HDG.,CN,HKD,50206060.0,0.0011670021273830452,BJVBTY1,1.0,1724713604.0
11598,2021-06-21,1341,CN8C6P,KYG2119Z1090,CHINA AOYUAN GROUP,CN,HKD,35101010.0,0.0007583470263493684,BJGS0Q6,1.0,1120761824.0
11579,2021-06-21,1341,IN80CP,INE288B01029,DEEPAK NITRITE,IN,INR,55201015.0,0.0014669744643766142,BNGMX23,1.0,2168043019.0
11577,2021-06-21,1341,IN008D,INE257A01026,Bharat Heavy Electricals Ltd,IN,INR,50202010.0,0.0005766132416779519,B6SNRV2,1.0,852177283.0
11560,2021-06-21,1341,IN034C,INE476A01014,Canara Bank,IN,INR,30101010.0,0.00046275508494826855,6580012,0.8960573,683906200.0
11561,2021-06-21,1341,CL00OL,CLP3064M1019,COMP. SUDAMERICANA DE VAPORES,CL,CLP,50206030.0,0.0009508468874123332,2196338,1.0,1405257560.0
11562,2021-06-21,1341,KR033H,KR7006280002,Green Cross,KR,KRW,20103015.0,0.0011154924164405089,6771708,1.0,1648587351.0
11563,2021-06-21,1341,CN91T2,US88557W1018,360 DIGITECH ADR,CN,USD,30201020.0,0.0029925252131961276,BFMV9Y2,1.0,4422655987.0
11564,2021-06-21,1341,KR812M,KR7263750002,PEARLABYSS,KR,KRW,40203040.0,0.001313981671946161,BYX56S9,1.0,1941934819.0
11565,2021-06-21,1341,HK522A,KYG2118M1096,CHINA OVERSEAS PROPERTY HLDGS,CN,HKD,35101015.0,0.0008228335152212263,BYYMZN7,1.0,1216066470.0
11566,2021-06-21,1341,CN92IS,VGG9833A1049,XINYI ENERGY HOLDINGS,CN,HKD,65101010.0,0.0009258864116084492,BGSN864,1.0,1368368448.0
11567,2021-06-21,1341,TW08MJ,TW0009914002,Merida Industry,TW,TWD,40203050.0,0.0019157178806916086,6584445,1.0,2831241360.0
11568,2021-06-21,1341,PH254,KYG781631059,SANY HEAVY EQU.INTL.,CN,HKD,50204020.0,0.0007696976378373385,B56HH42,1.0,1137536904.0
11569,2021-06-21,1341,KR1AG2,KR7293490009,KAKAO GAMES,KR,KRW,40203040.0,0.0013805415953799729,BMGYMB4,1.0,2040303796.0
11570,2021-06-21,1341,TW01ZP,TW0001802007,Twn Glass Ind,TW,TWD,50203020.0,0.0008985285972720748,6870865,1.0,1327936307.0
11571,2021-06-21,1341,HK20GJ,KYG2162W1024,CHINA YONGDA AUTOMOBILES SVS.,CN,HKD,40401030.0,0.0015250410495885878,B8F2T65,1.0,2253859683.0
11572,2021-06-21,1341,KR025I,KR7003410008,SSANGYONG C&E,KR,KRW,50101030.0,0.0005491675222650317,6837280,1.0,811615227.0
11573,2021-06-21,1341,CN8AK1,BMG3978C1249,GOME RETAIL HOLDINGS,CN,HKD,40401030.0,0.0012499888183062887,B01Z8S7,1.0,1847359717.0
11574,2021-06-21,1341,TH50XC,TH5456010Y00,SRISAWAD CORPORATION,TH,THB,30201020.0,0.00108191239504314,BF0F5R1,0.7276507,1598959404.0
11575,2021-06-21,1341,IN903H,INE455K01017,POLYCAB INDIA,IN,INR,50202010.0,0.001270374537730901,BHKDY38,1.0,1877487792.0
11576,2021-06-21,1341,BR10X0,BRGMATACNOR7,GRUPO MATEUS ON,BR,BRL,40401010.0,0.0004890247458788435,BN7JD67,1.0,722730158.0
11578,2021-06-21,1341,IN60FQ,INE600L01024,DR LAL PATHLABS,IN,INR,20102020.0,0.000990421507254573,BYY2W03,1.0,1463744930.0
11559,2021-06-21,1341,HK50JP,BMG210A71016,CHINA GRAND PHARM & HEALTHCARE,CN,HKD,20103015.0,0.0007672966725395762,B00W4D6,1.0,1133988515.0
11599,2021-06-21,1341,680206,HK0604011236,SHENZHEN INVESTMENT,CN,HKD,35101010.0,0.0005075476558112964,6535261,1.0,750105185.0
11601,2021-06-21,1341,IN50DN,INE670A01012,TATA ELXSI,IN,INR,10101010.0,0.0011438053157289737,6211204,1.0,1690431013.0
11623,2021-06-21,1341,CN8BEW,KYG4100M1050,GREENTOWN CHINA HDG.,CN,HKD,35101010.0,0.0006327609398930216,B17N9P6,1.0,935158022.0
11624,2021-06-21,1341,KR00T4,KR7004170007,SHINSEGAE,KR,KRW,40401010.0,0.0011787189264588279,6805049,1.0,1742029873.0
11625,2021-06-21,1341,KR71H0,KR7282330000,BGF RETAIL,KR,KRW,45201010.0,0.0009489447640552817,BD95QN1,1.0,1402446410.0
11626,2021-06-21,1341,CN1SKC,US16955F1075,CHINDATA GROUP HOLDING ADR 1:2,CN,USD,10101010.0,0.001752704058394718,BMC5RM7,1.0,2590323070.0
11627,2021-06-21,1341,HK00BC,CNE1000004R6,ZHAOJIN MINING IND.'H',CN,HKD,55103025.0,0.0007462412641411745,B1H5082,1.0,1102870706.0
11628,2021-06-21,1341,TW02WN,TW0002337003,Macronix,TW,TWD,10102010.0,0.001943869194731144,6574101,1.0,2872846215.0
11629,2021-06-21,1341,KR05GW,KR7039490008,KIWOOM,KR,KRW,30202015.0,0.0010894943318886245,B00VS64,1.0,1610164756.0
11630,2021-06-21,1341,BR152A,BRSULACDAM12,SUL AMERICA UNITS,BR,BRL,30302010.0,0.0020601250276343387,B27WYK0,1.0,3044660826.0
11631,2021-06-21,1341,KR409O,KR7204320006,Mando,KR,KRW,40101025.0,0.0012695169437478202,BQJZQJ8,1.0,1876220353.0
11632,2021-06-21,1341,CN91NW,KYG063181021,Ausnutria Dairy Corp,CN,HKD,45102020.0,0.0007110985995021707,B4M2F06,1.0,1050933327.0
11633,2021-06-21,1341,HK1AQ2,KYG803251068,S-ENJOY SERVICE GROUP,CN,HKD,35101015.0,0.0004982722618193272,BHNG898,1.0,736397071.0
11634,2021-06-21,1341,IN073F,INE774D01024,M&M Fin Services,IN,INR,30201020.0,0.0008589027033591697,B8F8822,1.0,1269373159.0
11635,2021-06-21,1341,IN0B9P,INE256A01028,Zee Entrtainment,IN,INR,40301035.0,0.00043485653953229407,6188535,0.248785,642674912.0
11636,2021-06-21,1341,TW027Y,TW0002027000,Ta Chen,TW,TWD,55102015.0,0.0016701355971110315,6873109,1.0,2468295059.0
11637,2021-06-21,1341,CN1QLB,US91531W1062,UP FINTECH HOLDING ADR 1:15,CN,USD,30202015.0,0.0020909580436391795,BJTL675,1.0,3090228971.0
11638,2021-06-21,1341,KR60N4,KR7196170005,ALTEOGEN,KR,KRW,20103010.0,0.0014661473636404993,BSTJWN0,1.0,2166820646.0
11639,2021-06-21,1341,KR82G1,KR7298020009,HYOSUNG TNC,KR,KRW,40204020.0,0.001209008196297119,BD83164,1.0,1786794415.0
11622,2021-06-21,1341,ID80NQ,ID1000144009,TRANSCOAL PACIFIC,ID,IDR,50206030.0,0.00038931741866049193,BG1YRC3,1.0,575372600.0
11600,2021-06-21,1341,HK1AX9,KYG2120H1065,CHINA RISUN GROUP,CN,HKD,55201020.0,0.0006244965006308462,BJQQJ85,1.0,922943999.0
11621,2021-06-21,1341,KR60L2,KR7112610001,CS WIND,KR,KRW,60102020.0,0.0013968489049349941,BSPBZK8,1.0,2064404385.0
11619,2021-06-21,1341,CN40HK,CNE100001QS1,CHINA CINDA ASSET MAN. 'H',CN,HKD,30202010.0,0.0012136882411907344,BGY6SV2,1.0,1793711058.0
11602,2021-06-21,1341,TH21T6,TH0991010008,SIAM GLOBAL HOUSE,TH,THB,40202025.0,0.0009913510329843914,B435YH4,1.0,1465118677.0
11603,2021-06-21,1341,KR05N3,KR7047040001,Daewoo Eng&Const,KR,KRW,50101010.0,0.0010021990309664222,6344122,1.0,1481150944.0
11604,2021-06-21,1341,HK40IN,KYG6501M1050,NEXTEER AUTOMOTIVE GROUP,CN,HKD,40101025.0,0.0008393957058552524,BBPD5F0,1.0,1240543748.0
11605,2021-06-21,1341,CN8FVH,KYG8875G1029,3SBIO,CN,HKD,20103010.0,0.0016726670116072105,BY9D3L9,1.0,2472036239.0
11606,2021-06-21,1341,KR00U5,KR7023530009,Lotte Shopping Co Ltd,KR,KRW,40401010.0,0.0008080516021638258,B0WGPZ5,1.0,1194220266.0
11607,2021-06-21,1341,BR026A,BRBRAPACNPR2,Bradespar,BR,BRL,30202000.0,0.002066751765176365,B01SCS4,1.0,3054454488.0
11608,2021-06-21,1341,HK51MT,KYG548721177,LIFETECH SCIENTIFIC,CN,HKD,20102015.0,0.0015815605291355935,BV9FKS0,1.0,2337389878.0
11609,2021-06-21,1341,KR03M0,KR7010620003,Hyundai Mipo Dk,KR,KRW,50206060.0,0.0012126162837277606,6451066,1.0,1792126811.0
11610,2021-06-21,1341,KR059P,KR7036490001,SK MATERIALS,KR,KRW,55201020.0,0.0010306185409146302,6199571,1.0,1523152166.0
11611,2021-06-21,1341,CN8FZL,KYG989761062,ZHOU HEI YA INTL.HDG.,CN,HKD,45102020.0,0.0006876650426253594,BYXBG32,1.0,1016300850.0
11612,2021-06-21,1341,KR101D,KR7088350004,HANWHA LIFE,KR,KRW,30301010.0,0.0008874635502445982,B62B9W7,1.0,1311583263.0
11613,2021-06-21,1341,KR10BN,KR7081660003,FILA HOLDINGS,KR,KRW,40401020.0,0.0014717795934272582,B66CTX7,1.0,2175144524.0
11614,2021-06-21,1341,KR19UF,KR7047810007,KOREA AEROSPACE INDS.,KR,KRW,50201010.0,0.0014498712618593336,B3N3363,1.0,2142766179.0
11615,2021-06-21,1341,IN0BFV,INE933S01016,INDIAMART INTERMESH,IN,INR,10101020.0,0.0010455950387251213,BKDX4P8,1.0,1545285947.0
11616,2021-06-21,1341,HK1BIV,KYG9835C1087,YEAHKA,CN,HKD,50205015.0,0.0009993361977879325,BL58D39,1.0,1476919960.0
11617,2021-06-21,1341,IN0A1G,INE424H01027,Sun TV network,IN,INR,40301035.0,0.0004956954823086616,B128WL3,1.0,732588846.0
11618,2021-06-21,1341,BR05X4,BRLWSAACNOR8,LOCAWEB SERVICO DE INTERNET ON,BR,BRL,10101010.0,0.0016043882511129997,BL3W4C9,1.0,2371126991.0
11620,2021-06-21,1341,462595,GRS003003035,NATIONAL BANK OF GREECE,GR,EUR,30101010.0,0.0011179567073604769,BG087C6,1.0,1652229329.0
11640,2021-06-21,1341,KR058O,KR7036460004,Korea Gas,KR,KRW,65102020.0,0.0006153047563559461,6182076,0.5620082,909359511.0
11558,2021-06-21,1341,CN87P3,KYG2110A1114,CHINASOFT INTERNATIONAL,CN,HKD,10101010.0,0.0030087090753749394,BC9S4J5,1.0,4446574133.0
11556,2021-06-21,1341,TW6050,TW0005269005,ASMEDIA TECHNOLOGY,TW,TWD,10102010.0,0.0010834971493734974,B6ZZQ69,1.0,1601301514.0
11497,2021-06-21,1341,CN67CO,SG9999015267,BOC AVIATION,CN,HKD,50206050.0,0.0011920542642660911,BYZJV17,1.0,1761738182.0
11498,2021-06-21,1341,TW05XR,TW0003037008,Unimicron Tech.,TW,TWD,10102015.0,0.004152466569226609,6137720,1.0,6136934470.0
11499,2021-06-21,1341,CN1SD5,US44975P1030,I MAB ADR 10:23,CN,USD,20103010.0,0.004019907652355916,BKRRKY7,1.0,5941025515.0
11500,2021-06-21,1341,CN91OX,KYG126521064,Bosideng Intl.Holdings,CN,HKD,40204020.0,0.0013532429027306111,B24FZ32,1.0,1999959031.0
11501,2021-06-21,1341,CN1SF7,US23344D1081,DADA NEXUS 1 ADS 1:4,CN,USD,10101020.0,0.0046496665481213775,BMH5F39,1.0,6871746813.0
11502,2021-06-21,1341,CN1M3P,CNE100003F01,CANSINO BIOLOGICS 'H',CN,HKD,20103010.0,0.0028023737841419444,BJKDJS2,1.0,4141631001.0
11503,2021-06-21,1341,HK1BCP,KYG5141L1059,JIUMAOJIU INTERNATIONAL HOLDINGS,CN,HKD,40501040.0,0.002017658442080255,BLBFH65,1.0,2981899417.0
11504,2021-06-21,1341,IN00IN,INE749A01030,Jindal Steel & Power Ltd,IN,INR,55102010.0,0.0014739457006381655,6726816,0.7032349,2178345816.0
11505,2021-06-21,1341,CN1SC4,US68248T1051,ONECONNECT FINL.TECH.ADR 1:3,CN,USD,10101015.0,0.0030056314260475336,BKM53G9,1.0,4442025672.0
11506,2021-06-21,1341,B1L2RC,KYG4232C1087,HAITIAN INTL.HOLDINGS,CN,HKD,50204000.0,0.0014612137523702903,B1L2RC2,1.0,2159529257.0
11507,2021-06-21,1341,IN072E,INE018I01017,Mindtree,IN,INR,10101010.0,0.0014629017659856908,B1LHCW2,1.0,2162023974.0
11508,2021-06-21,1341,CN0P6U,CNE1000001Y8,AVICHINA INDUSTRY & TECHNOLOGY 'H',CN,CNY,50201010.0,0.0014466941356382776,6707899,1.0,2138070701.0
11509,2021-06-21,1341,IN118F,INE647A01010,SRF,IN,INR,55201010.0,0.001850026019465788,6374947,1.0,2734155293.0
11510,2021-06-21,1341,RU10DZ,US5603172082,MAIL RU GROUP GDR,RU,USD,10101020.0,0.0017994695787394354,B53NQB3,1.0,2659437879.0
11511,2021-06-21,1341,HK915G,KYG9T20A1060,WEIMOB,CN,HKD,10101020.0,0.0030180769390252687,BGHWHF4,1.0,4460418908.0
11512,2021-06-21,1341,IN50LV,INE006I01046,ASTRAL,IN,INR,50101020.0,0.0013524484110800828,BR2NB24,1.0,1998784851.0
11513,2021-06-21,1341,CN1O7V,US23703Q2030,DAQO NEW ENERGY ADR 1:5,CN,USD,55201020.0,0.002205074608747749,B953PM3,1.0,3258881956.0
11496,2021-06-21,1341,IN10Z5,INE121A01024,Cholamandalam,IN,INR,30202000.0,0.002049768019240224,BJ9K2H4,1.0,3029354193.0
11514,2021-06-21,1341,HK60RY,KYG410121084,GREENTOWN SER GRP,CN,HKD,35101015.0,0.0015752139253790473,BD20C13,1.0,2328010226.0
11495,2021-06-21,1341,TW5060,TW0008454000,MOMO.COM,TW,TWD,40401010.0,0.0016182326636167957,BJYP111,1.0,2391587662.0
11493,2021-06-21,1341,KR03T7,KR7011780004,Kumho,KR,KRW,55201000.0,0.002961109663582117,6499323,1.0,4376226915.0
12146,2021-06-21,1341,TW12E6,TW0001909000,Longchen Paper & Packaging,TW,TWD,55101015.0,0.00046563190688519643,6524236,1.0,688157858.0
11477,2021-06-21,1341,US3FZ3,US87238U2033,TCS GROUP HOLDING,RU,USD,30101010.0,0.008322683868784554,BF233S0,1.0,12300102762.0
11478,2021-06-21,1341,KR03R5,KR7011200003,HMM,KR,KRW,50206030.0,0.007224978211475832,6405869,1.0,10677802480.0
11479,2021-06-21,1341,TW04RK,TW0002615002,Wanhai,TW,TWD,50206030.0,0.008591263317357344,6932334,1.0,12697036596.0
11480,2021-06-21,1341,CN89UA,BMG4600H1198,HOPSON DEVELOPMENT HDG.,CN,HKD,35101010.0,0.0019445257853985655,BMXJW56,1.0,2873816591.0
11481,2021-06-21,1341,TW04NG,TW0002609005,YMTC,TW,TWD,50206030.0,0.006414431727032952,6987583,1.0,9479895025.0
11482,2021-06-21,1341,EV007,RU000A0JP7J7,PIK GRP,RU,RUB,35101010.0,0.004601463949103125,B59Q6G1,1.0,6800508144.0
11483,2021-06-21,1341,HK504A,BMG4404N1149,HENGTEN NETWORKS GROUP,CN,HKD,40203050.0,0.0013680838583086928,BMDMJ87,1.0,2021892494.0
11484,2021-06-21,1341,CN1SE6,US49639K1016,KINGSOFT CLOUD HOLDINGS ADR 1:15,CN,USD,10101010.0,0.005047040116042712,BM8R675,1.0,7459025604.0
11485,2021-06-21,1341,CN8DL5,KYG2157Q1029,CHINA LESSO GROUP HDG.,CN,HKD,50101035.0,0.0016022353085187208,BCDBKF8,1.0,2367945155.0
11486,2021-06-21,1341,TW0885,TW0008046004,Nan Ya PCB,TW,TWD,10102015.0,0.001853143682975634,B118753,1.0,2738762891.0
11487,2021-06-21,1341,CN806D,CNE100002QY7,ZHONGAN ONL.P & C IN. CORP.'H',CN,HKD,30302025.0,0.002184643999983274,BYZQ099,1.0,3228687539.0
11488,2021-06-21,1341,HK1BJW,KYG4712E1035,HYGEIA HEALTHCARE HOLDINGS,CN,CNY,20101010.0,0.002414783998124271,BMX09H0,1.0,3568811671.0
11489,2021-06-21,1341,CN72Y6,HK0000218211,HUA HONG SEMICONDUCTOR,CN,HKD,10102010.0,0.0018986526807199856,BRB3857,1.0,2806020684.0
11490,2021-06-21,1341,KR00Q1,KR7034020008,Doosan Heavy Industries and Co,KR,KRW,50204000.0,0.004081354736681467,6294670,1.0,6031838222.0
11491,2021-06-21,1341,CN8B5N,KYG5257K1076,KINGBOARD LAMINATES HDG.,CN,HKD,55201000.0,0.0013991614820385982,B1HHFV6,1.0,2067822145.0
11492,2021-06-21,1341,HK19GR,KYG211921021,CHINA MEIDONG AUTO HDG.,CN,HKD,40401030.0,0.0015914915516195708,BH0VXF7,1.0,2352066946.0
11494,2021-06-21,1341,CN8BTB,KYG211081248,CHINA MED.SY.HDG.(DI),CN,HKD,20103015.0,0.0023527245446321073,B6WY993,1.0,3477093943.0
11557,2021-06-21,1341,HK14GM,BMG2164J1099,CHINA YOUZAN,CN,HKD,30201030.0,0.002017938444598485,BMVHXD7,1.0,2982313233.0
11515,2021-06-21,1341,IN01X3,INE208A01029,Ashok Leyland,IN,INR,50206015.0,0.0012570524694187394,B01NFT1,0.6151007,1857799094.0
11517,2021-06-21,1341,CN1QZP,US9851941099,YATSEN HOLDING ADR 1:4,CN,USD,40204035.0,0.0027609111778842247,BN10NY4,1.0,4080353374.0
11539,2021-06-21,1341,KR00Y9,KR7000100008,Yuhan,KR,KRW,20103015.0,0.0020595444819797156,6988337,1.0,3043802837.0
11540,2021-06-21,1341,ID00OJ,ID1000106602,ANEKA TAMBANG,ID,IDR,55102000.0,0.0008679287200237612,6053859,1.0,1282712718.0
11541,2021-06-21,1341,CN875J,US44842L1035,HUTCHMED CHINA ADR,CN,USD,20103015.0,0.0012052892922416356,BYXV9H7,1.0,1781298243.0
11542,2021-06-21,1341,B03MXD,TRASASAW91E4,SASA POLYESTER A,TR,TRY,55201010.0,0.00042076027727569064,B03MXD6,1.0,621842032.0
11543,2021-06-21,1341,IN82AP,INE674K01013,ADITYA BIRLA FIN. SERVICES,IN,INR,30202015.0,0.000921051021396751,BYVKT10,1.0,1361222220.0
11544,2021-06-21,1341,IN0AN2,INE494B01023,TVS Motor,IN,INR,40101020.0,0.0008165097973008346,6726548,1.0,1206720641.0
11545,2021-06-21,1341,IN40CL,INE769A01020,AARTI INDUSTRIES,IN,INR,55201000.0,0.0028186635925246234,B0VX289,1.0,4165705725.0
11546,2021-06-21,1341,CN1N2P,CNE100003PJ8,VENUS MEDTECH HANGZHOU 'H',CN,HKD,20102010.0,0.0016121337280068295,BL6V047,1.0,2382574039.0
11547,2021-06-21,1341,KR30BP,KR7180640005,HANJIN KAL,KR,KRW,40501010.0,0.0009410385849216047,BCGD8Q8,0.8574297,1390761860.0
11548,2021-06-21,1341,IN707J,INE010V01017,L&T TECHNOLOGY SERVICES,IN,INR,50205020.0,0.0006920416226713047,BD3RVD8,1.0,1022769002.0
11549,2021-06-21,1341,TW4081,TW0006409006,VOLTRONIC POWER TECH.,TW,TWD,10102015.0,0.0022682558904319142,B96HCH8,1.0,3352257635.0
11550,2021-06-21,1341,IN70CO,INE947Q01028,LAURUS LABS,IN,INR,20103015.0,0.0013227009156930424,BMZ1CH2,0.6240162,1954820998.0
11551,2021-06-21,1341,639242,HK0000745890,YUEXIU PROPERTY,CN,HKD,35101010.0,0.0008986880199945472,BMYMQK7,1.0,1328171918.0
11552,2021-06-21,1341,CN8BXF,KYG9361V1086,VINDA INTERNATIONAL HDG.,CN,HKD,45201020.0,0.0006343798588935473,B1Z7648,1.0,937550624.0
11553,2021-06-21,1341,EV052,RU000A0JPNN9,FED.GRID CO.OF UNG.SY.,RU,RUB,65101015.0,0.0005211185750285632,B59RSV3,1.0,770161660.0
11554,2021-06-21,1341,BR05AH,BRTOTSACNOR8,Totvs,BR,BRL,10101015.0,0.002307622517315723,B10LQP6,1.0,3410437612.0
11555,2021-06-21,1341,669377,KYG5427W1309,LEE & MAN PAPER MNFG.,CN,HKD,55101015.0,0.0006374261062527635,6693772,1.0,942052676.0
11538,2021-06-21,1341,EV006,RU000A0DQZE3,SISTEMA,RU,RUB,30202000.0,0.0009931298909801327,B5B6XH9,1.0,1467747653.0
11516,2021-06-21,1341,IN09U8,INE721A01013,Shriram Transprt,IN,INR,30201020.0,0.002121092115665886,6802608,0.9020411,3134764146.0
11537,2021-06-21,1341,KR06M3,KR7088980008,MACQUARIE KOREA INFR.FD.,KR,KRW,30202010.0,0.0027739257201835742,B10S8B7,1.0,4099587579.0
11535,2021-06-21,1341,CN1SIA,US00851L1035,AGORA ADR 1:4,CN,USD,10101010.0,0.0022940443141193233,BMVLMK9,1.0,3390370372.0
11518,2021-06-21,1341,IN01FL,INE814H01011,Adani Power,IN,INR,65101015.0,0.0010583579261426333,B3WQH49,1.0,1564148231.0
11519,2021-06-21,1341,CN8BUC,KYG532241042,KWG GROUP HOLDINGS,CN,HKD,35101010.0,0.0011900973720169884,B1YBF00,1.0,1758846089.0
11520,2021-06-21,1341,CN86HU,US3168271043,51JOB SPN.ADR 1:1,CN,USD,50205025.0,0.0021078796798667705,B02TT74,1.0,3115237474.0
11521,2021-06-21,1341,HK1B0D,KYG2120T1004,CHINA EAST EDUCATION HOLDINGS,CN,HKD,40201010.0,0.0006659362318785766,BJGSS62,1.0,984187819.0
11522,2021-06-21,1341,IN10DJ,INE484J01027,Godrej Prop,IN,INR,35101015.0,0.001851706226739595,BGQL729,1.0,2736638473.0
11523,2021-06-21,1341,IN0AKZ,INE245A01021,Tata Power,IN,INR,65101015.0,0.001258538289516967,B6Z1L73,0.729927,1859994989.0
11524,2021-06-21,1341,HK1AS4,KYG3313W1087,CIFI EVER SUNSHINE SERVICES GROUP,CN,HKD,35101015.0,0.0008752388030700771,BGWKSK5,1.0,1293516297.0
11525,2021-06-21,1341,CN10AA,BMG8162K1137,SIHUAN PHARM HLDG GRP,CN,HKD,20103015.0,0.001445766036932332,B4X3RF7,1.0,2136699063.0
11526,2021-06-21,1341,HK1BFS,KYG4783B1032,INNOCARE PHARMA,CN,HKD,20103010.0,0.0018003762795302776,BK8K0W3,1.0,2660777893.0
11527,2021-06-21,1341,IN904I,INE092T01019,IDFC FIRST BANK,IN,INR,30101010.0,0.0012934685569782943,BYWZNK1,0.7204274,1911618466.0
11528,2021-06-21,1341,BR0439,BRENEVACNOR8,ENEVA ON,BR,BRL,65101015.0,0.0016412251226104139,BFWHKM5,1.0,2425568240.0
11529,2021-06-21,1341,ZA20IT,ZAE000200457,MR PRICE GROUP,ZA,ZAR,40401020.0,0.002201864326043139,BYXW419,1.0,3254137476.0
11530,2021-06-21,1341,KR03O2,KR7011070000,LG Innotek,KR,KRW,10102015.0,0.001888596744591078,B39Z8G8,1.0,2791159006.0
11531,2021-06-21,1341,IN028F,INE465A01025,Bharat Forge,IN,INR,50206015.0,0.0010727257911667045,B0C1DM3,0.5712947,1585382513.0
11532,2021-06-21,1341,HK11JM,HK0000077468,FAR EAST HORIZON,CN,HKD,30201025.0,0.001196016221138692,B63DLB5,1.0,1767593562.0
11533,2021-06-21,1341,ZA00JS,ZAE000054045,African Rainbow Minerals Ltd,ZA,ZAR,55102000.0,0.0011507392660016628,6041122,1.0,1700678705.0
11534,2021-06-21,1341,ID8047,ID1000134406,MERDEKA COPPER GOLD,ID,IDR,55102000.0,0.0015524622024032386,BZ0W5W7,1.0,2294385432.0
11536,2021-06-21,1341,KR03U8,KR7011790003,SKC,KR,KRW,55201000.0,0.001631288898830794,6018085,1.0,2410883485.0
11811,2021-06-21,1341,BR028C,BRBRMLACNOR9,BR Malls Partic,BR,BRL,35101010.0,0.0013247719840613107,B1RYG58,1.0,1957881832.0
11641,2021-06-21,1341,KR03DR,KR7008560005,MERITZ SEC,KR,KRW,30202015.0,0.0007999750225763762,6408299,1.0,1182283881.0
11643,2021-06-21,1341,CL0096,CLP256251073,CAP,CL,CLP,55102010.0,0.0007496972750789249,2174312,1.0,1107978348.0
11751,2021-06-21,1341,TH20V7,TH0254A10Z06,SRI TRANG AGRO-INDUSTRY,TH,THB,55101000.0,0.0006445355385104175,B05BPG8,0.7105568,952559713.0
11752,2021-06-21,1341,ZA104E,ZAE000269890,MOMENTUM METROPOLITAN HOLDINGS,ZA,ZAR,30301010.0,0.0008169354002353853,BK9S758,1.0,1207349640.0
11753,2021-06-21,1341,KR01BN,KR7000880005,Hanwha,KR,KRW,50205010.0,0.000969291417263526,6496755,1.0,1432516749.0
11754,2021-06-21,1341,ZA106G,ZAE000149936,ROYAL BAFOKENG PLATINUM,ZA,ZAR,55103030.0,0.0006665967375579127,B59KXT5,1.0,985163981.0
11755,2021-06-21,1341,TW03A2,TW0002371002,Tatung,TW,TWD,10102030.0,0.0011742810912947314,6875677,1.0,1735471192.0
11756,2021-06-21,1341,HK80FO,KYG9T43R1023,YIXIN GROUP,CN,HKD,30201020.0,0.00025030771784755,BF37VN2,1.0,369930025.0
11757,2021-06-21,1341,KR401G,KR7064350002,HYUNDAI ROTEM,KR,KRW,50206025.0,0.0010453033967262563,BFPM3C8,1.0,1544854929.0
11758,2021-06-21,1341,414933,PLBUDMX00013,BUDIMEX,PL,PLN,50101010.0,0.0006384817006439895,4149330,1.0,943612740.0
11759,2021-06-21,1341,MX702S,MX41BB000000,BNC.DEL BAJIO IDBC. MTPL.,MX,MXN,30101010.0,0.0010686509288960538,BYSX0F3,1.0,1579360270.0
11760,2021-06-21,1341,BR05LS,BRUSIMACNPA6,USINAS SIDERURGICAS DE MINAS,BR,BRL,55102010.0,0.0011926703569568248,2386009,1.0,1762648706.0
